Attrition,Hiring Year,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Age,Education,Job Involvement,Job Level,Job Satisfaction,Num Companies Worked,Performance Rating,Relationship Satisfaction,Total Working Years,Work Life Balance
Yes,2020,Travel_Frequently,Sales,Life Sciences,STAFF-2434,Female,Sales Representative,Single,No,31,Bachelor's Degree,2,1,4,7,3,3,3,4
Yes,2020,Travel_Frequently,Sales,Marketing,STAFF-2435,Female,Sales Executive,Married,Yes,35,Master's Degree,3,2,3,0,3,3,5,2
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-2436,Male,Research Scientist,Divorced,No,38,Bachelor's Degree,4,1,3,1,3,4,4,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-2437,Female,Healthcare Representative,Single,No,34,Master's Degree,3,2,4,1,3,4,14,4
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-2438,Male,Sales Executive,Married,No,28,Bachelor's Degree,2,2,1,1,3,3,5,3
Yes,2023,Travel_Rarely,R&D,Medical,STAFF-2439,Male,Manufacturing Director,Married,Yes,31,Master's Degree,3,2,3,1,3,4,10,2
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-2440,Male,Sales Executive,Married,Yes,39,Master's Degree,2,2,4,3,3,4,8,4
No,2020,Travel_Frequently,Sales,Marketing,STAFF-2441,Male,Sales Executive,Married,No,51,Bachelor's Degree,3,3,2,2,3,2,14,3
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-2442,Female,Research Scientist,Divorced,Yes,41,Bachelor's Degree,3,2,4,3,3,1,12,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2443,Male,Research Scientist,Married,Yes,37,High School,3,1,3,7,3,4,8,3
No,2021,Travel_Frequently,Sales,Life Sciences,STAFF-2444,Male,Sales Executive,Married,No,33,High School,3,2,4,6,3,1,8,4
No,2020,Travel_Rarely,Sales,Marketing,STAFF-2445,Male,Sales Executive,Married,Yes,32,High School,3,2,2,0,3,1,4,2
No,2021,Non-Travel,R&D,Life Sciences,STAFF-2446,Male,Healthcare Representative,Married,No,39,Associates Degree,3,3,3,3,4,2,13,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-2447,Male,Sales Executive,Married,No,25,High School,4,2,3,2,3,2,6,2
No,2022,Travel_Frequently,R&D,Medical,STAFF-2448,Female,Manufacturing Director,Married,Yes,52,Associates Degree,4,4,3,2,3,2,24,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-2449,Female,Research Scientist,Single,Yes,43,Bachelor's Degree,2,2,3,1,3,1,20,1
No,2020,Travel_Rarely,Sales,Marketing,STAFF-2450,Female,Sales Executive,Married,Yes,27,Bachelor's Degree,2,2,4,1,3,4,6,3
Yes,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2451,Female,Research Scientist,Single,Yes,27,Master's Degree,3,1,3,1,3,4,8,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-2452,Male,Research Scientist,Single,No,26,High School,2,1,4,0,3,4,5,3
No,2022,Travel_Rarely,HR,Human Resources,STAFF-2453,Female,Manager,Married,No,42,Bachelor's Degree,3,4,1,0,3,3,21,3
No,2020,Non-Travel,R&D,Medical,STAFF-2454,Female,Healthcare Representative,Divorced,No,32,Master's Degree,3,2,4,5,3,2,9,3
No,2022,Non-Travel,R&D,Medical,STAFF-2455,Female,Manufacturing Director,Married,No,36,Master's Degree,2,2,3,0,3,3,4,3
No,2020,Non-Travel,R&D,Life Sciences,STAFF-2456,Female,Healthcare Representative,Married,No,35,Master's Degree,3,2,3,1,3,4,15,3
No,2021,Non-Travel,R&D,Medical,STAFF-2457,Female,Research Director,Married,No,47,High School,3,3,2,0,3,1,14,1
No,2023,Non-Travel,R&D,Medical,STAFF-2458,Female,Research Scientist,Single,No,18,Bachelor's Degree,3,1,3,1,3,3,0,1
No,2020,Non-Travel,Sales,Life Sciences,STAFF-2459,Female,Sales Executive,Married,No,39,Master's Degree,1,2,3,6,3,3,10,3
No,2021,Non-Travel,Sales,Life Sciences,STAFF-2460,Female,Sales Representative,Married,No,24,Associates Degree,3,1,2,1,3,3,1,3
No,2021,Non-Travel,Sales,Marketing,STAFF-2461,Female,Sales Executive,Single,No,33,Bachelor's Degree,3,2,2,8,3,4,13,2
No,2020,Travel_Frequently,R&D,Medical,STAFF-2462,Female,Manager,Divorced,No,48,Bachelor's Degree,3,4,4,3,3,2,24,3
No,2022,Travel_Frequently,R&D,Life Sciences,STAFF-2463,Female,Manufacturing Director,Divorced,No,36,Associates Degree,3,2,2,7,3,2,18,3
No,2021,Travel_Frequently,R&D,Medical,STAFF-2464,Female,Laboratory Technician,Married,No,38,Associates Degree,2,1,2,4,3,2,9,2
No,2022,Travel_Frequently,R&D,Life Sciences,STAFF-2465,Female,Research Scientist,Married,No,27,Bachelor's Degree,2,1,1,0,3,4,8,2
No,2022,Travel_Frequently,R&D,Technical Degree,STAFF-2466,Female,Laboratory Technician,Married,No,40,Bachelor's Degree,3,2,3,1,3,1,10,4
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-2467,Female,Laboratory Technician,Married,No,29,High School,3,1,2,0,3,3,4,3
No,2020,Travel_Frequently,R&D,Medical,STAFF-2468,Female,Manufacturing Director,Single,No,39,Bachelor's Degree,3,2,3,0,3,4,10,1
No,2023,Travel_Frequently,R&D,Medical,STAFF-2469,Female,Laboratory Technician,Single,No,42,Associates Degree,3,1,4,1,3,3,12,3
No,2020,Travel_Frequently,R&D,Technical Degree,STAFF-2470,Female,Research Scientist,Single,No,30,Master's Degree,2,1,1,0,3,4,10,3
No,2023,Travel_Frequently,Sales,Marketing,STAFF-2471,Female,Sales Executive,Married,No,44,Doctoral Degree,3,2,3,7,3,3,11,2
No,2023,Travel_Frequently,Sales,Marketing,STAFF-2472,Female,Sales Executive,Married,No,31,Master's Degree,3,3,1,2,3,4,9,3
No,2023,Travel_Rarely,HR,Human Resources,STAFF-2473,Female,Human Resources,Married,No,25,Bachelor's Degree,3,1,2,4,3,3,6,3
No,2021,Travel_Rarely,HR,Life Sciences,STAFF-2474,Female,Manager,Married,No,47,Master's Degree,3,5,3,3,3,3,27,3
No,2023,Travel_Rarely,HR,Medical,STAFF-2475,Female,Human Resources,Single,No,31,Associates Degree,4,1,2,9,3,4,8,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-2476,Female,Laboratory Technician,Divorced,No,31,Bachelor's Degree,4,1,3,8,3,2,4,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2477,Female,Healthcare Representative,Divorced,No,40,Bachelor's Degree,3,2,1,2,3,2,15,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2478,Female,Healthcare Representative,Divorced,No,40,Bachelor's Degree,3,2,4,4,3,4,12,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-2479,Female,Research Scientist,Divorced,No,29,Bachelor's Degree,2,1,1,1,3,3,1,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2480,Female,Research Scientist,Divorced,No,34,Bachelor's Degree,3,2,2,1,3,3,11,3
No,2021,Travel_Rarely,R&D,Other,STAFF-2481,Female,Manufacturing Director,Divorced,No,45,Associates Degree,2,2,4,1,3,1,10,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2482,Female,Research Director,Divorced,No,50,Doctoral Degree,2,3,1,5,3,3,19,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-2483,Female,Laboratory Technician,Married,No,33,Master's Degree,2,1,2,8,3,4,8,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-2484,Female,Manager,Married,No,43,Bachelor's Degree,2,5,3,7,3,4,21,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-2485,Female,Manager,Married,No,51,Bachelor's Degree,3,3,3,2,3,4,15,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2486,Female,Research Scientist,Married,No,34,Bachelor's Degree,2,1,4,1,3,2,10,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-2487,Female,Research Scientist,Married,No,27,Bachelor's Degree,4,1,3,7,3,1,5,3
No,2020,Travel_Rarely,R&D,Other,STAFF-2488,Female,Laboratory Technician,Married,No,52,Master's Degree,3,1,1,9,3,3,12,1
No,2023,Travel_Rarely,R&D,Medical,STAFF-2489,Female,Research Director,Married,No,38,Bachelor's Degree,1,3,3,3,3,1,20,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2490,Female,Research Scientist,Married,No,37,Bachelor's Degree,3,1,2,1,3,1,8,1
No,2020,Travel_Rarely,R&D,Other,STAFF-2491,Female,Healthcare Representative,Married,No,29,High School,1,2,1,3,3,3,9,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2492,Female,Research Scientist,Married,No,35,Master's Degree,1,1,4,1,3,4,4,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2493,Female,Laboratory Technician,Married,No,40,Associates Degree,3,1,1,4,3,4,7,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2494,Female,Laboratory Technician,Married,No,49,Master's Degree,3,1,1,1,3,4,10,2
No,2020,Travel_Rarely,R&D,Other,STAFF-2495,Female,Research Scientist,Married,No,48,Master's Degree,3,1,1,8,3,4,10,2
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2496,Female,Laboratory Technician,Married,No,34,Bachelor's Degree,2,1,2,5,3,1,7,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2497,Female,Research Scientist,Married,No,32,Associates Degree,2,2,2,3,3,1,12,3
No,2021,Travel_Rarely,R&D,Other,STAFF-2498,Female,Laboratory Technician,Married,No,38,Associates Degree,2,1,3,1,3,2,5,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-2499,Female,Laboratory Technician,Married,No,38,Associates Degree,3,1,3,7,3,4,7,2
No,2023,Travel_Rarely,R&D,Medical,STAFF-2500,Female,Laboratory Technician,Married,No,29,Master's Degree,3,1,3,9,3,3,9,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-2501,Female,Research Scientist,Married,No,54,Master's Degree,3,2,4,4,3,2,14,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2502,Female,Manufacturing Director,Married,No,40,Bachelor's Degree,2,3,3,1,3,4,18,3
No,2023,Travel_Rarely,R&D,Other,STAFF-2503,Female,Research Director,Married,No,49,Master's Degree,3,4,2,3,3,2,27,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2504,Female,Research Scientist,Married,No,54,Associates Degree,3,2,3,3,3,3,9,2
No,2021,Travel_Rarely,R&D,Medical,STAFF-2505,Female,Research Director,Married,No,47,Master's Degree,3,4,3,3,3,2,26,4
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2506,Female,Manufacturing Director,Married,No,45,Associates Degree,2,2,4,0,3,4,10,2
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2507,Female,Healthcare Representative,Married,No,36,Master's Degree,3,3,1,4,3,3,9,3
No,2020,Travel_Rarely,R&D,Other,STAFF-2508,Female,Research Scientist,Married,No,32,Master's Degree,4,1,4,3,3,4,6,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-2509,Female,Research Scientist,Married,No,40,Master's Degree,3,1,3,2,3,2,20,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2510,Female,Research Director,Single,No,31,Doctoral Degree,3,4,2,3,3,3,9,4
No,2020,Travel_Rarely,R&D,Medical,STAFF-2511,Female,Laboratory Technician,Single,No,37,Bachelor's Degree,3,1,3,4,3,1,8,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-2512,Female,Manufacturing Director,Single,No,30,Bachelor's Degree,3,3,3,9,3,2,9,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2513,Female,Manufacturing Director,Single,No,39,Bachelor's Degree,3,3,2,4,3,4,9,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2514,Female,Laboratory Technician,Single,No,47,Master's Degree,3,1,3,4,3,3,7,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2515,Female,Laboratory Technician,Single,No,32,Master's Degree,2,1,2,1,3,3,6,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-2516,Female,Laboratory Technician,Single,No,23,High School,3,1,2,1,3,3,3,1
No,2022,Travel_Rarely,R&D,Medical,STAFF-2517,Female,Research Scientist,Single,No,27,Bachelor's Degree,3,1,4,1,3,3,6,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-2518,Female,Research Scientist,Single,No,29,Master's Degree,2,1,1,1,3,2,5,1
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2519,Female,Healthcare Representative,Single,No,35,Bachelor's Degree,2,3,2,1,3,4,11,1
No,2020,Travel_Rarely,R&D,Technical Degree,STAFF-2520,Female,Research Director,Single,No,45,Associates Degree,2,4,2,1,3,3,21,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2521,Female,Research Director,Single,No,54,Bachelor's Degree,3,4,4,6,3,4,29,2
No,2020,Travel_Rarely,Sales,Technical Degree,STAFF-2522,Female,Sales Executive,Divorced,No,46,Bachelor's Degree,4,4,1,2,3,4,25,3
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-2523,Female,Sales Executive,Divorced,No,48,Master's Degree,3,2,3,8,3,3,18,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-2524,Female,Sales Executive,Divorced,No,30,Master's Degree,3,2,1,7,3,2,8,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-2525,Female,Manager,Divorced,No,47,Master's Degree,4,4,2,6,3,3,29,3
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-2526,Female,Sales Executive,Married,No,38,Associates Degree,3,2,4,1,3,3,10,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-2527,Female,Sales Executive,Married,No,36,Master's Degree,2,2,4,4,3,1,8,2
No,2021,Travel_Rarely,Sales,Marketing,STAFF-2528,Female,Sales Executive,Married,No,39,High School,2,4,4,0,3,1,21,2
No,2022,Travel_Rarely,Sales,Marketing,STAFF-2529,Female,Sales Executive,Married,No,40,Associates Degree,3,2,2,3,3,3,15,3
No,2022,Travel_Rarely,Sales,Medical,STAFF-2530,Female,Sales Representative,Married,No,28,Bachelor's Degree,3,1,2,1,3,4,1,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-2531,Female,Manager,Married,No,46,Bachelor's Degree,3,4,2,8,3,4,23,4
No,2022,Travel_Rarely,Sales,Marketing,STAFF-2532,Female,Sales Executive,Married,No,56,Doctoral Degree,2,2,1,4,3,3,6,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-2533,Female,Sales Executive,Married,No,40,Associates Degree,3,2,1,1,3,3,5,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-2534,Female,Sales Executive,Married,No,31,Master's Degree,2,2,4,1,3,1,13,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-2535,Female,Sales Executive,Married,No,36,Bachelor's Degree,2,3,4,0,3,3,10,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-2536,Female,Sales Executive,Married,No,31,Master's Degree,3,2,4,1,3,1,10,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-2537,Female,Sales Executive,Married,No,36,Master's Degree,2,2,1,4,3,1,11,2
No,2023,Travel_Rarely,Sales,Marketing,STAFF-2538,Female,Sales Executive,Married,No,32,Master's Degree,3,3,4,1,3,3,14,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-2539,Female,Sales Executive,Single,No,27,Associates Degree,4,2,3,0,3,2,9,2
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-2540,Female,Sales Executive,Single,No,38,Bachelor's Degree,3,2,2,2,3,2,8,4
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-2541,Female,Sales Executive,Single,No,36,Master's Degree,3,2,3,6,3,1,15,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-2542,Female,Sales Representative,Single,No,20,Bachelor's Degree,3,1,3,1,3,1,2,3
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-2543,Female,Sales Representative,Single,No,36,Master's Degree,3,2,4,3,3,3,17,2
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-2544,Female,Sales Executive,Single,No,34,Associates Degree,1,2,4,5,3,1,6,3
No,2021,Travel_Rarely,Sales,Other,STAFF-2545,Female,Sales Representative,Single,No,26,Bachelor's Degree,2,1,3,0,3,4,5,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-2546,Female,Sales Executive,Single,No,45,Bachelor's Degree,3,2,3,8,3,3,8,3
No,2023,Travel_Rarely,Sales,Marketing,STAFF-2547,Female,Sales Executive,Single,No,49,Master's Degree,3,2,4,3,3,3,8,4
No,2020,Non-Travel,HR,Life Sciences,STAFF-2548,Male,Human Resources,Divorced,No,28,Associates Degree,3,1,4,1,3,2,3,3
No,2023,Non-Travel,HR,Human Resources,STAFF-2549,Male,Human Resources,Divorced,No,38,Bachelor's Degree,3,1,2,5,3,4,13,3
No,2022,Non-Travel,HR,Human Resources,STAFF-2550,Male,Human Resources,Married,No,41,Bachelor's Degree,1,2,2,6,3,2,10,3
No,2021,Non-Travel,R&D,Medical,STAFF-2551,Male,Manufacturing Director,Divorced,No,35,Associates Degree,3,2,4,2,3,3,15,3
No,2021,Non-Travel,R&D,Medical,STAFF-2552,Male,Research Director,Divorced,No,40,High School,2,3,2,2,3,3,16,3
No,2021,Non-Travel,R&D,Technical Degree,STAFF-2553,Male,Research Scientist,Divorced,No,30,Bachelor's Degree,3,1,3,1,3,2,1,2
No,2023,Non-Travel,R&D,Other,STAFF-2554,Male,Laboratory Technician,Divorced,No,40,Master's Degree,3,2,3,3,3,3,11,4
No,2021,Non-Travel,R&D,Technical Degree,STAFF-2555,Male,Research Scientist,Divorced,No,33,Bachelor's Degree,3,2,2,5,3,4,11,2
No,2021,Non-Travel,R&D,Medical,STAFF-2556,Male,Laboratory Technician,Divorced,No,33,Associates Degree,2,1,3,1,3,3,1,2
No,2021,Non-Travel,R&D,Technical Degree,STAFF-2557,Male,Research Scientist,Married,No,47,Master's Degree,3,2,2,8,3,3,16,4
No,2020,Non-Travel,R&D,Technical Degree,STAFF-2558,Male,Research Scientist,Married,No,32,Master's Degree,3,2,1,4,3,2,9,2
No,2023,Non-Travel,R&D,Life Sciences,STAFF-2559,Male,Research Scientist,Single,No,43,Bachelor's Degree,3,1,3,4,3,3,7,2
No,2021,Non-Travel,R&D,Medical,STAFF-2560,Male,Manufacturing Director,Single,No,31,Bachelor's Degree,3,2,1,0,3,2,10,3
No,2022,Non-Travel,R&D,Technical Degree,STAFF-2561,Male,Research Scientist,Single,No,32,Master's Degree,3,1,2,2,3,2,12,3
No,2020,Non-Travel,R&D,Life Sciences,STAFF-2562,Male,Laboratory Technician,Single,No,44,Bachelor's Degree,2,1,3,3,3,4,7,3
No,2021,Non-Travel,R&D,Medical,STAFF-2563,Male,Research Scientist,Single,No,28,Bachelor's Degree,3,1,3,1,3,3,5,2
No,2023,Non-Travel,R&D,Technical Degree,STAFF-2564,Male,Laboratory Technician,Single,No,37,Associates Degree,4,1,3,0,3,1,7,1
No,2021,Non-Travel,R&D,Life Sciences,STAFF-2565,Male,Research Scientist,Single,No,42,Associates Degree,2,2,3,1,3,4,20,3
No,2022,Non-Travel,R&D,Life Sciences,STAFF-2566,Male,Manager,Single,No,39,Bachelor's Degree,3,5,4,2,3,3,21,2
No,2023,Non-Travel,Sales,Life Sciences,STAFF-2567,Male,Sales Representative,Divorced,No,52,Master's Degree,3,1,4,2,3,2,16,2
No,2023,Non-Travel,Sales,Marketing,STAFF-2568,Male,Sales Executive,Married,No,45,Bachelor's Degree,2,2,1,1,3,1,10,3
No,2021,Non-Travel,Sales,Marketing,STAFF-2569,Male,Sales Executive,Married,No,47,Master's Degree,3,2,2,7,3,4,4,1
No,2021,Non-Travel,Sales,Life Sciences,STAFF-2570,Male,Sales Executive,Single,No,46,Associates Degree,2,2,2,8,3,3,6,3
No,2022,Travel_Frequently,HR,Human Resources,STAFF-2571,Male,Human Resources,Married,No,38,Master's Degree,3,2,3,3,3,3,10,3
No,2021,Travel_Frequently,HR,Medical,STAFF-2572,Male,Human Resources,Married,No,24,Bachelor's Degree,3,1,4,0,3,4,3,3
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-2573,Male,Healthcare Representative,Divorced,No,29,High School,3,2,4,1,3,4,6,4
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2574,Male,Manufacturing Director,Divorced,No,34,Master's Degree,4,2,4,1,3,1,9,3
No,2020,Travel_Frequently,R&D,Medical,STAFF-2575,Male,Research Director,Divorced,No,34,Bachelor's Degree,3,4,1,7,3,4,16,2
No,2022,Travel_Frequently,R&D,Other,STAFF-2576,Male,Research Scientist,Divorced,No,34,Master's Degree,3,1,1,5,3,3,10,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2577,Male,Manufacturing Director,Divorced,No,25,High School,4,2,3,1,3,3,7,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2578,Male,Research Director,Married,No,49,High School,3,5,4,3,3,4,28,3
No,2023,Travel_Frequently,R&D,Medical,STAFF-2579,Male,Laboratory Technician,Married,No,29,High School,3,1,4,1,3,2,11,4
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-2580,Male,Manufacturing Director,Married,No,38,Master's Degree,2,2,3,2,3,4,10,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2581,Male,Research Scientist,Married,No,32,Bachelor's Degree,3,1,3,6,3,1,10,2
No,2020,Travel_Frequently,R&D,Other,STAFF-2582,Male,Laboratory Technician,Married,No,26,Bachelor's Degree,4,1,4,0,3,1,8,3
No,2023,Travel_Frequently,R&D,Medical,STAFF-2583,Male,Laboratory Technician,Married,No,36,Associates Degree,4,2,4,4,3,3,17,3
No,2021,Travel_Frequently,R&D,Technical Degree,STAFF-2584,Male,Healthcare Representative,Married,No,34,Master's Degree,2,2,3,1,3,2,8,2
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-2585,Male,Research Scientist,Married,No,38,Bachelor's Degree,3,2,4,7,3,4,19,4
No,2021,Travel_Frequently,R&D,Medical,STAFF-2586,Male,Healthcare Representative,Single,No,45,Master's Degree,3,2,3,4,3,3,12,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2587,Male,Manufacturing Director,Single,No,35,Associates Degree,3,3,4,2,3,3,10,3
No,2020,Travel_Frequently,R&D,Medical,STAFF-2588,Male,Research Scientist,Single,No,27,Bachelor's Degree,3,1,4,2,3,3,6,2
No,2021,Travel_Frequently,Sales,Life Sciences,STAFF-2589,Male,Sales Executive,Divorced,No,39,Bachelor's Degree,3,2,4,2,3,4,7,3
No,2023,Travel_Frequently,Sales,Medical,STAFF-2590,Male,Sales Executive,Divorced,No,37,Master's Degree,1,2,4,1,3,3,6,2
No,2021,Travel_Frequently,Sales,Medical,STAFF-2591,Male,Sales Executive,Married,No,49,Bachelor's Degree,2,2,2,2,3,4,17,2
No,2023,Travel_Frequently,Sales,Medical,STAFF-2592,Male,Sales Executive,Married,No,33,Bachelor's Degree,3,2,1,0,3,1,5,3
No,2023,Travel_Frequently,Sales,Life Sciences,STAFF-2593,Male,Sales Executive,Single,No,28,Bachelor's Degree,3,2,1,0,3,4,5,3
No,2022,Travel_Frequently,Sales,Other,STAFF-2594,Male,Sales Executive,Single,No,31,Master's Degree,3,2,1,7,3,4,10,3
No,2020,Travel_Frequently,Sales,Marketing,STAFF-2595,Male,Sales Executive,Single,No,32,Master's Degree,3,2,4,8,3,3,4,4
No,2020,Travel_Rarely,HR,Other,STAFF-2596,Male,Human Resources,Divorced,No,37,Associates Degree,3,2,2,2,3,3,19,2
No,2023,Travel_Rarely,HR,Medical,STAFF-2597,Male,Human Resources,Married,No,29,High School,2,1,2,1,3,4,1,3
No,2023,Travel_Rarely,HR,Other,STAFF-2598,Male,Human Resources,Single,No,29,Bachelor's Degree,2,3,1,1,3,1,10,2
No,2020,Travel_Rarely,HR,Life Sciences,STAFF-2599,Male,Human Resources,Single,No,43,Bachelor's Degree,3,1,4,0,3,2,10,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-2600,Male,Research Scientist,Divorced,No,55,Bachelor's Degree,2,1,2,5,3,4,8,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2601,Male,Research Scientist,Divorced,No,28,Bachelor's Degree,2,1,3,1,3,4,1,1
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2602,Male,Manager,Divorced,No,40,Master's Degree,3,4,1,2,3,1,22,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2603,Male,Laboratory Technician,Divorced,No,31,Bachelor's Degree,3,2,3,1,3,1,10,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2604,Male,Laboratory Technician,Divorced,No,39,Associates Degree,2,2,3,0,3,4,11,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-2605,Male,Research Scientist,Divorced,No,40,Bachelor's Degree,3,1,3,2,3,3,8,4
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2606,Male,Manufacturing Director,Divorced,No,46,Associates Degree,3,3,4,3,3,3,12,2
No,2022,Travel_Rarely,R&D,Technical Degree,STAFF-2607,Male,Laboratory Technician,Divorced,No,43,Bachelor's Degree,4,1,2,5,3,3,8,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2608,Male,Research Scientist,Divorced,No,38,Associates Degree,3,1,4,2,3,4,10,4
No,2023,Travel_Rarely,R&D,Medical,STAFF-2609,Male,Research Director,Divorced,No,55,Master's Degree,4,4,4,2,3,4,31,4
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2610,Male,Healthcare Representative,Divorced,No,49,Master's Degree,3,3,2,3,3,2,29,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2611,Male,Healthcare Representative,Divorced,No,29,High School,1,2,3,8,3,4,11,3
No,2021,Travel_Rarely,R&D,Other,STAFF-2612,Male,Laboratory Technician,Divorced,No,27,Bachelor's Degree,2,1,1,1,3,1,7,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2613,Male,Research Scientist,Divorced,No,32,Bachelor's Degree,3,2,2,0,3,3,10,2
